#MPEC1 CAMP ELLIOTT 32.859167 -117.105556 539 ft RAWS
#
#Data provided by: Bureau of Land Management & Miramar Fire Department
#MesoWest Disclaimer
#
#English Units   Variable Descriptions

MON,DAY,YEAR,HR,MIN,TMZN,TMPF,RELH,SKNT,GUST,DRCT,QFLG,SOLR,PREC,PEAK,DWPF
9,6,2014, 12,24,PDT, 87.0,51,4.0,6.0,305,2,1084.0,0.00,6,66.6
9,6,2014, 13,24,PDT, 85.0,55,5.0,7.0,303,2,1114.0,0.00,7,67.0
9,6,2014, 14,24,PDT, 86.0,55,4.0,7.0,302,2,1062.0,0.00,7,67.9
9,6,2014, 15,24,PDT, 86.0,52,3.0,5.0,298,2,953.0,0.00,5,66.3
9,6,2014, 16,24,PDT, 85.0,55,4.0,6.0,299,2,729.0,0.00,6,67.0
9,6,2014, 17,24,PDT, 84.0,57,3.0,6.0,300,2,496.0,0.00,6,67.1
9,6,2014, 18,24,PDT, 84.0,55,2.0,6.0,310,2,222.0,0.00,6,66.1
9,6,2014, 19,24,PDT, 78.0,71,2.0,4.0,291,2,12.0,0.00,4,67.8
9,6,2014, 20,24,PDT, 74.0,79,2.0,4.0,322,2,0.0,0.00,4,67.1
9,6,2014, 21,24,PDT, 73.0,84,2.0,4.0,347,2,0.0,0.00,4,67.9
9,6,2014, 22,24,PDT, 73.0,84,2.0,3.0,332,2,1.0,0.00,3,67.9
9,6,2014, 23,24,PDT, 73.0,82,1.0,3.0,355,2,0.0,0.00,3,67.2
9,7,2014, 0,24,PDT, 72.0,82,1.0,2.0,4,2,0.0,0.00,2,66.2
9,7,2014, 1,24,PDT, 72.0,78,2.0,3.0,332,2,0.0,0.00,3,64.8
9,7,2014, 2,24,PDT, 71.0,79,1.0,3.0,8,2,0.0,0.00,3,64.1
9,7,2014, 3,24,PDT, 71.0,82,1.0,2.0,351,2,0.0,0.00,2,65.2
9,7,2014, 4,24,PDT, 71.0,80,0.0,3.0,,2,0.0,0.00,3,64.5
9,7,2014, 5,24,PDT, 71.0,83,2.0,3.0,348,2,0.0,0.00,3,65.6
9,7,2014, 6,24,PDT, 70.0,84,0.0,2.0,,2,0.0,0.00,2,64.9
9,7,2014, 7,24,PDT, 70.0,84,0.0,0.0,,2,68.0,0.00,0,64.9
9,7,2014, 8,24,PDT, 78.0,68,0.0,0.0,,2,318.0,0.00,0,66.6
9,7,2014, 9,24,PDT, 83.0,57,0.0,0.0,,2,560.0,0.00,0,66.2
9,7,2014, 10,24,PDT, 87.0,49,1.0,3.0,296,2,777.0,0.00,3,65.5
9,7,2014, 11,24,PDT, 91.0,43,2.0,4.0,301,2,364.0,0.00,4,65.4
9,7,2014, 12,24,PDT, 95.0,32,4.0,6.0,229,2,1060.0,0.00,6,60.5
9,7,2014, 13,24,PDT, 94.0,33,3.0,6.0,215,2,1087.0,0.00,6,60.5
9,7,2014, 14,24,PDT, 95.0,31,5.0,8.0,211,2,1198.0,0.00,8,59.6
9,7,2014, 15,24,PDT, 93.0,35,3.0,8.0,231,2,940.0,0.00,8,61.2
9,7,2014, 16,24,PDT, 92.0,37,3.0,6.0,277,2,629.0,0.00,6,61.9
9,7,2014, 17,24,PDT, 90.0,32,3.0,7.0,267,2,508.0,0.00,7,56.1
9,7,2014, 18,24,PDT, 86.0,44,3.0,4.0,300,2,181.0,0.00,4,61.5
9,7,2014, 19,24,PDT, 80.0,61,2.0,4.0,301,2,4.0,0.00,4,65.3
9,7,2014, 20,24,PDT, 77.0,78,2.0,3.0,252,2,0.0,0.00,3,69.6
9,7,2014, 21,24,PDT, 76.0,72,0.0,3.0,,2,0.0,0.00,3,66.3
9,7,2014, 22,24,PDT, 75.0,71,0.0,0.0,,2,0.0,0.00,0,64.9
9,7,2014, 23,24,PDT, 74.0,73,0.0,0.0,,2,0.0,0.00,0,64.8
9,8,2014, 0,24,PDT, 74.0,76,0.0,0.0,,2,0.0,0.00,0,65.9
9,8,2014, 1,24,PDT, 73.0,74,0.0,0.0,,2,0.0,0.00,0,64.2
9,8,2014, 2,24,PDT, 72.0,65,0.0,0.0,,2,0.0,0.00,0,59.6
9,8,2014, 3,24,PDT, 73.0,65,0.0,0.0,,2,0.0,0.00,0,60.5
9,8,2014, 4,24,PDT, 73.0,70,0.0,0.0,,2,0.0,0.00,0,62.6
9,8,2014, 5,24,PDT, 72.0,76,0.0,0.0,,2,0.0,0.00,0,64.0
9,8,2014, 6,24,PDT, 70.0,80,0.0,0.0,,2,0.0,0.00,0,63.5
9,8,2014, 7,24,PDT, 72.0,75,0.0,0.0,,2,23.0,0.00,0,63.6
9,8,2014, 8,24,PDT, 77.0,63,0.0,0.0,,2,87.0,0.00,0,63.4
9,8,2014, 9,24,PDT, 82.0,52,0.0,0.0,,2,907.0,0.00,0,62.6
9,8,2014, 10,24,PDT, 89.0,35,2.0,5.0,215,2,487.0,0.00,5,57.8
9,8,2014, 11,24,PDT, 93.0,24,2.0,5.0,170,2,1012.0,0.00,5,50.8
9,8,2014, 12,24,PDT, 93.0,28,3.0,7.0,201,2,1160.0,0.00,7,55.0
9,8,2014, 13,24,PDT, 93.0,18,3.0,6.0,241,2,717.0,0.00,6,43.2
9,8,2014, 14,24,PDT, 95.0,10,3.0,6.0,261,2,1086.0,0.00,6,29.9
9,8,2014, 15,24,PDT, 94.0,10,4.0,8.0,234,2,947.0,0.00,8,29.1
9,8,2014, 16,24,PDT, 91.0,19,3.0,7.0,283,2,740.0,0.00,7,43.0
9,8,2014, 17,24,PDT, 89.0,21,3.0,7.0,288,2,488.0,0.00,7,44.0
9,8,2014, 18,24,PDT, 87.0,27,2.0,5.0,282,2,220.0,0.00,5,48.9
9,8,2014, 19,24,PDT, 82.0,35,2.0,4.0,296,2,7.0,0.00,4,51.6
9,8,2014, 20,24,PDT, 79.0,56,1.0,2.0,306,2,0.0,0.00,2,61.9
9,8,2014, 21,24,PDT, 74.0,56,0.0,2.0,,2,0.0,0.00,2,57.3
9,8,2014, 22,24,PDT, 71.0,59,0.0,0.0,,2,0.0,0.00,0,55.9
9,8,2014, 23,24,PDT, 71.0,68,0.0,0.0,,2,0.0,0.00,0,59.9
9,9,2014, 0,24,PDT, 70.0,79,0.0,0.0,,2,0.0,0.00,0,63.2
9,9,2014, 1,24,PDT, 70.0,74,0.0,0.0,,2,0.0,0.00,0,61.3
9,9,2014, 2,24,PDT, 73.0,67,0.0,0.0,,2,0.0,0.00,0,61.4
9,9,2014, 3,24,PDT, 72.0,66,0.0,0.0,,2,0.0,0.00,0,60.0
9,9,2014, 4,24,PDT, 72.0,59,0.0,0.0,,2,0.0,0.00,0,56.9
9,9,2014, 5,24,PDT, 73.0,48,0.0,0.0,,2,0.0,0.00,0,52.1
9,9,2014, 6,24,PDT, 74.0,46,0.0,0.0,,2,0.0,0.00,0,51.9
9,9,2014, 7,24,PDT, 75.0,45,0.0,0.0,,2,39.0,0.00,0,52.2
9,9,2014, 8,24,PDT, 78.0,47,0.0,0.0,,2,91.0,0.00,0,56.1
9,9,2014, 9,24,PDT, 84.0,41,0.0,0.0,,2,325.0,0.00,0,57.7
9,9,2014, 10,24,PDT, 84.0,59,1.0,3.0,176,2,283.0,0.00,3,68.1
9,9,2014, 11,24,PDT, 88.0,52,2.0,4.0,262,2,1059.0,0.00,4,68.1
9,9,2014, 12,24,PDT, 89.0,51,3.0,6.0,269,2,1088.0,0.00,6,68.5
9,9,2014, 13,24,PDT, 88.0,53,4.0,7.0,290,2,1081.0,0.00,7,68.7
9,9,2014, 14,24,PDT, 86.0,54,5.0,8.0,286,2,1029.0,0.00,8,67.4
9,9,2014, 15,24,PDT, 86.0,53,4.0,7.0,280,2,901.0,0.00,7,66.8
9,9,2014, 16,24,PDT, 86.0,53,4.0,7.0,292,2,708.0,0.00,7,66.8
9,9,2014, 17,24,PDT, 84.0,56,4.0,7.0,272,2,473.0,0.00,7,66.6
9,9,2014, 18,24,PDT, 81.0,52,4.0,6.0,300,2,217.0,0.00,6,61.7
9,9,2014, 19,24,PDT, 79.0,35,2.0,5.0,312,2,8.0,0.00,5,49.0
9,9,2014, 20,24,PDT, 76.0,58,0.0,2.0,,2,0.0,0.00,2,60.1
9,9,2014, 21,24,PDT, 71.0,67,0.0,0.0,,2,0.0,0.00,0,59.5
9,9,2014, 22,24,PDT, 69.0,70,0.0,0.0,,2,0.0,0.00,0,58.8
9,9,2014, 23,24,PDT, 68.0,78,0.0,0.0,,2,0.0,0.00,0,60.9
9,10,2014, 0,24,PDT, 70.0,78,0.0,0.0,,2,0.0,0.00,0,62.8
9,10,2014, 1,24,PDT, 68.0,80,0.0,0.0,,2,0.0,0.00,0,61.6
9,10,2014, 2,24,PDT, 66.0,89,0.0,0.0,,2,0.0,0.00,0,62.7
9,10,2014, 3,24,PDT, 65.0,91,0.0,0.0,,2,0.0,0.00,0,62.3
9,10,2014, 4,24,PDT, 66.0,92,0.0,0.0,,2,0.0,0.00,0,63.6
9,10,2014, 5,24,PDT, 66.0,89,0.0,0.0,,2,0.0,0.00,0,62.7
9,10,2014, 6,24,PDT, 66.0,90,0.0,0.0,,2,0.0,0.00,0,63.0
9,10,2014, 7,24,PDT, 67.0,86,0.0,0.0,,2,70.0,0.00,0,62.7
9,10,2014, 8,24,PDT, 76.0,58,0.0,0.0,,2,71.0,0.00,0,60.1
9,10,2014, 9,24,PDT, 83.0,51,0.0,0.0,,2,572.0,0.00,0,63.0
9,10,2014, 10,24,PDT, 84.0,47,2.0,3.0,316,2,790.0,0.00,3,61.6
9,10,2014, 11,24,PDT, 87.0,37,3.0,4.0,291,2,969.0,0.00,4,57.5
9,10,2014, 12,24,PDT, 87.0,41,3.0,5.0,299,2,1071.0,0.00,5,60.4
9,10,2014, 13,24,PDT, 86.0,38,4.0,7.0,308,2,1088.0,0.00,7,57.4
9,10,2014, 14,24,PDT, 85.0,41,4.0,7.0,303,2,1031.0,0.00,7,58.6
9,10,2014, 15,24,PDT, 85.0,46,4.0,7.0,314,2,893.0,0.00,7,61.9
9,10,2014, 16,24,PDT, 84.0,33,4.0,6.0,300,2,698.0,0.00,6,51.8
9,10,2014, 17,24,PDT, 83.0,29,3.0,6.0,284,2,463.0,0.00,6,47.4
9,10,2014, 18,24,PDT, 82.0,36,2.0,5.0,313,2,206.0,0.00,5,52.4
9,10,2014, 19,24,PDT, 78.0,44,2.0,4.0,308,2,8.0,0.00,4,54.3
9,10,2014, 20,24,PDT, 76.0,58,0.0,2.0,,2,0.0,0.00,2,60.1
9,10,2014, 21,24,PDT, 75.0,61,0.0,0.0,,2,0.0,0.00,0,60.6
9,10,2014, 22,24,PDT, 75.0,54,0.0,0.0,,2,0.0,0.00,0,57.2
9,10,2014, 23,24,PDT, 74.0,51,0.0,0.0,,2,0.0,0.00,0,54.7
9,11,2014, 0,24,PDT, 70.0,58,0.0,0.0,,2,0.0,0.00,0,54.5
9,11,2014, 1,24,PDT, 68.0,63,0.0,0.0,,2,0.0,0.00,0,54.9
9,11,2014, 2,24,PDT, 69.0,63,0.0,0.0,,2,0.0,0.00,0,55.9
9,11,2014, 3,24,PDT, 69.0,65,0.0,0.0,,2,0.0,0.00,0,56.7
9,11,2014, 4,24,PDT, 69.0,65,0.0,0.0,,2,0.0,0.00,0,56.7
9,11,2014, 5,24,PDT, 68.0,63,0.0,0.0,,2,0.0,0.00,0,54.9
9,11,2014, 6,24,PDT, 66.0,66,0.0,0.0,,2,0.0,0.00,0,54.3
9,11,2014, 7,24,PDT, 68.0,60,0.0,0.0,,2,70.0,0.00,0,53.6
9,11,2014, 8,24,PDT, 78.0,49,0.0,0.0,,2,51.0,0.00,0,57.3
9,11,2014, 9,24,PDT, 82.0,40,2.0,2.0,280,2,576.0,0.00,2,55.3
9,11,2014, 10,24,PDT, 84.0,39,2.0,4.0,287,2,800.0,0.00,4,56.3
9,11,2014, 11,24,PDT, 86.0,45,2.0,5.0,287,2,971.0,0.00,5,62.1
9,11,2014, 12,24,PDT, 86.0,42,3.0,5.0,303,2,1074.0,0.00,5,60.2
9,11,2014, 13,24,PDT, 87.0,43,4.0,6.0,299,2,1098.0,0.00,6,61.8
9,11,2014, 14,24,PDT, 87.0,44,4.0,7.0,307,2,1030.0,0.00,7,62.4
9,11,2014, 15,24,PDT, 87.0,44,4.0,7.0,315,2,895.0,0.00,7,62.4
9,11,2014, 16,24,PDT, 86.0,38,4.0,7.0,291,2,704.0,0.00,7,57.4
9,11,2014, 17,24,PDT, 85.0,32,3.0,6.0,301,2,464.0,0.00,6,51.8
9,11,2014, 18,24,PDT, 83.0,28,3.0,5.0,301,2,204.0,0.00,5,46.5
9,11,2014, 19,24,PDT, 80.0,30,2.0,5.0,299,2,6.0,0.00,5,45.8
9,11,2014, 20,24,PDT, 77.0,43,1.0,2.0,283,2,0.0,0.00,2,52.8
9,11,2014, 21,24,PDT, 75.0,65,0.0,2.0,,2,0.0,0.00,2,62.4
9,11,2014, 22,24,PDT, 73.0,51,0.0,0.0,,2,0.0,0.00,0,53.8
9,11,2014, 23,24,PDT, 70.0,57,0.0,0.0,,2,0.0,0.00,0,54.1
9,12,2014, 0,24,PDT, 69.0,66,0.0,0.0,,2,0.0,0.00,0,57.2
9,12,2014, 1,24,PDT, 69.0,68,0.0,0.0,,2,0.0,0.00,0,58.0
9,12,2014, 2,24,PDT, 68.0,73,0.0,0.0,,2,0.0,0.00,0,59.0
9,12,2014, 3,24,PDT, 67.0,76,0.0,0.0,,2,1.0,0.00,0,59.2
9,12,2014, 4,24,PDT, 65.0,74,0.0,0.0,,2,0.0,0.00,0,56.5
9,12,2014, 5,24,PDT, 66.0,72,0.0,1.0,,2,0.0,0.00,1,56.7
9,12,2014, 6,24,PDT, 66.0,80,0.0,0.0,,2,0.0,0.00,0,59.6
9,12,2014, 7,24,PDT, 69.0,66,0.0,0.0,,2,66.0,0.00,0,57.2
9,12,2014, 8,24,PDT, 79.0,42,0.0,2.0,,2,51.0,0.00,2,53.9
9,12,2014, 9,24,PDT, 85.0,37,0.0,2.0,,2,572.0,0.00,2,55.8
9,12,2014, 10,24,PDT, 87.0,32,3.0,5.0,297,2,800.0,0.00,5,53.5
9,12,2014, 11,24,PDT, 90.0,32,3.0,5.0,285,2,975.0,0.00,5,56.1
9,12,2014, 12,24,PDT, 85.0,43,4.0,7.0,306,2,1078.0,0.00,7,60.0
9,12,2014, 13,24,PDT, 86.0,49,4.0,7.0,312,2,1104.0,0.00,7,64.6
9,12,2014, 14,24,PDT, 86.0,47,3.0,7.0,291,2,1044.0,0.00,7,63.4
9,12,2014, 15,24,PDT, 86.0,45,3.0,6.0,295,2,907.0,0.00,6,62.1
9,12,2014, 16,24,PDT, 86.0,48,3.0,6.0,298,2,702.0,0.00,6,64.0
9,12,2014, 17,24,PDT, 85.0,52,3.0,5.0,317,2,454.0,0.00,5,65.4
9,12,2014, 18,24,PDT, 83.0,57,2.0,5.0,304,2,191.0,0.00,5,66.2
9,12,2014, 19,24,PDT, 81.0,56,2.0,4.0,303,2,6.0,0.00,4,63.8
9,12,2014, 20,24,PDT, 77.0,70,0.0,2.0,,2,0.0,0.00,2,66.4
9,12,2014, 21,24,PDT, 75.0,80,0.0,2.0,,2,0.0,0.00,2,68.4
9,12,2014, 22,24,PDT, 74.0,84,0.0,0.0,,2,0.0,0.00,0,68.8
9,12,2014, 23,24,PDT, 71.0,76,0.0,0.0,,2,0.0,0.00,0,63.0
9,13,2014, 0,24,PDT, 69.0,90,0.0,0.0,,2,0.0,0.00,0,65.9
9,13,2014, 1,24,PDT, 69.0,92,0.0,0.0,,2,0.0,0.00,0,66.6
9,13,2014, 2,24,PDT, 68.0,91,0.0,0.0,,2,0.0,0.00,0,65.3
9,13,2014, 3,24,PDT, 69.0,91,0.0,0.0,,2,0.0,0.00,0,66.3
9,13,2014, 4,24,PDT, 68.0,92,0.0,0.0,,2,0.0,0.00,0,65.6
9,13,2014, 5,24,PDT, 68.0,94,0.0,0.0,,2,0.0,0.00,0,66.2
9,13,2014, 6,24,PDT, 66.0,96,0.0,3.0,,2,0.0,0.00,3,64.8
9,13,2014, 7,24,PDT, 66.0,97,0.0,0.0,,2,65.0,0.00,0,65.1
9,13,2014, 8,24,PDT, 77.0,68,0.0,0.0,,2,56.0,0.00,0,65.6
9,13,2014, 9,24,PDT, 80.0,64,0.0,0.0,,2,568.0,0.00,0,66.7
9,13,2014, 10,24,PDT, 84.0,56,2.0,4.0,297,2,793.0,0.00,4,66.6
9,13,2014, 11,24,PDT, 88.0,49,3.0,4.0,308,2,964.0,0.00,4,66.4
9,13,2014, 12,24,PDT, 88.0,48,3.0,6.0,301,2,1079.0,0.00,6,65.8
9,13,2014, 13,24,PDT, 88.0,49,4.0,7.0,300,2,1086.0,0.00,7,66.4
9,13,2014, 14,24,PDT, 89.0,50,4.0,7.0,306,2,1026.0,0.00,7,67.9
9,13,2014, 15,24,PDT, 91.0,38,4.0,7.0,313,2,900.0,0.00,7,61.8
9,13,2014, 16,24,PDT, 91.0,33,4.0,7.0,309,2,695.0,0.00,7,57.9
9,13,2014, 17,24,PDT, 88.0,43,3.0,7.0,304,2,446.0,0.00,7,62.7
9,13,2014, 18,24,PDT, 87.0,40,3.0,6.0,325,2,186.0,0.00,6,59.7
9,13,2014, 19,24,PDT, 81.0,51,2.0,5.0,306,2,4.0,0.00,5,61.1
9,13,2014, 20,24,PDT, 79.0,57,2.0,3.0,319,2,0.0,0.00,3,62.4
9,13,2014, 21,24,PDT, 77.0,64,1.0,3.0,352,2,0.0,0.00,3,63.9
9,13,2014, 22,24,PDT, 75.0,72,1.0,3.0,326,2,0.0,0.00,3,65.3
9,13,2014, 23,24,PDT, 73.0,71,0.0,2.0,,2,0.0,0.00,2,63.0
9,14,2014, 0,24,PDT, 72.0,81,0.0,2.0,,2,0.0,0.00,2,65.8
9,14,2014, 1,24,PDT, 69.0,81,0.0,0.0,,2,0.0,0.00,0,62.9
9,14,2014, 2,24,PDT, 68.0,86,0.0,0.0,,2,0.0,0.00,0,63.6
9,14,2014, 3,24,PDT, 69.0,83,0.0,0.0,,2,0.0,0.00,0,63.6
9,14,2014, 4,24,PDT, 69.0,84,0.0,0.0,,2,0.0,0.00,0,64.0
9,14,2014, 5,24,PDT, 70.0,83,0.0,0.0,,2,0.0,0.00,0,64.6
9,14,2014, 6,24,PDT, 69.0,78,0.0,0.0,,2,0.0,0.00,0,61.8
9,14,2014, 7,24,PDT, 71.0,73,0.0,0.0,,2,38.0,0.00,0,61.9
9,14,2014, 8,24,PDT, 79.0,62,0.0,0.0,,2,55.0,0.00,0,64.8
9,14,2014, 9,24,PDT, 88.0,40,0.0,0.0,,2,556.0,0.00,0,60.6
9,14,2014, 10,24,PDT, 92.0,37,2.0,3.0,298,2,766.0,0.00,3,61.9
9,14,2014, 11,24,PDT, 96.0,33,2.0,4.0,300,2,953.0,0.00,4,62.2
9,14,2014, 12,24,PDT, 95.0,31,3.0,5.0,298,2,1054.0,0.00,5,59.6
9,14,2014, 13,24,PDT, 94.0,33,4.0,6.0,300,2,1088.0,0.00,6,60.5
9,14,2014, 14,24,PDT, 95.0,37,3.0,6.0,311,2,649.0,0.00,6,64.6
9,14,2014, 15,24,PDT, 95.0,37,3.0,6.0,306,2,274.0,0.00,6,64.6
9,14,2014, 16,24,PDT, 94.0,36,2.0,5.0,307,2,669.0,0.00,5,62.9
9,14,2014, 17,24,PDT, 93.0,32,3.0,5.0,293,2,430.0,0.00,5,58.7
9,14,2014, 18,24,PDT, 89.0,47,2.0,5.0,310,2,172.0,0.00,5,66.1
9,14,2014, 19,24,PDT, 83.0,62,2.0,3.0,287,2,4.0,0.00,3,68.6
9,14,2014, 20,24,PDT, 79.0,65,0.0,3.0,,2,0.0,0.00,3,66.2
9,14,2014, 21,24,PDT, 77.0,76,0.0,0.0,,2,0.0,0.00,0,68.8
9,14,2014, 22,24,PDT, 76.0,83,0.0,0.0,,2,0.0,0.00,0,70.5
9,14,2014, 23,24,PDT, 74.0,88,0.0,0.0,,2,0.0,0.00,0,70.2
9,15,2014, 0,24,PDT, 72.0,92,0.0,0.0,,2,0.0,0.00,0,69.5
9,15,2014, 1,24,PDT, 71.0,86,0.0,0.0,,2,0.0,0.00,0,66.6
9,15,2014, 2,24,PDT, 72.0,89,0.0,0.0,,-1,0.0,0.00,0,68.6
9,15,2014, 3,24,PDT, 72.0,89,0.0,0.0,,2,0.0,0.00,0,68.6
9,15,2014, 4,24,PDT, 71.0,86,0.0,0.0,,2,0.0,0.00,0,66.6
9,15,2014, 5,24,PDT, 72.0,85,0.0,0.0,,2,0.0,0.00,0,67.2
9,15,2014, 6,24,PDT, 72.0,84,0.0,0.0,,2,0.0,0.00,0,66.9
9,15,2014, 7,24,PDT, 72.0,86,0.0,0.0,,2,28.0,0.00,0,67.6
9,15,2014, 8,24,PDT, 82.0,65,0.0,0.0,,2,52.0,0.00,0,69.0
9,15,2014, 9,24,PDT, 85.0,58,2.0,3.0,324,2,552.0,0.00,3,68.5
9,15,2014, 10,24,PDT, 91.0,43,2.0,3.0,319,2,699.0,0.00,3,65.4
9,15,2014, 11,24,PDT, 94.0,38,3.0,5.0,307,2,945.0,0.00,5,64.5
9,15,2014, 12,24,PDT, 97.0,31,4.0,5.0,305,2,1047.0,0.00,5,61.3
9,15,2014, 13,24,PDT, 93.0,42,4.0,6.0,316,2,1066.0,0.00,6,66.5
9,15,2014, 14,24,PDT, 94.0,41,3.0,6.0,304,2,1004.0,0.00,6,66.7
9,15,2014, 15,24,PDT, 94.0,39,3.0,6.0,301,2,863.0,0.00,6,65.2
9,15,2014, 16,24,PDT, 94.0,30,3.0,6.0,289,2,670.0,0.00,6,57.8
9,15,2014, 17,24,PDT, 92.0,33,3.0,6.0,292,2,429.0,0.00,6,58.7
9,15,2014, 18,24,PDT, 88.0,50,3.0,4.0,293,2,167.0,0.00,4,67.0
9,15,2014, 19,24,PDT, 85.0,40,2.0,4.0,307,2,3.0,0.00,4,57.9
9,15,2014, 20,24,PDT, 81.0,49,0.0,3.0,,2,0.0,0.00,3,60.0
9,15,2014, 21,24,PDT, 80.0,54,0.0,0.0,,2,0.0,0.00,0,61.8
9,15,2014, 22,24,PDT, 76.0,57,0.0,0.0,,2,0.0,0.00,0,59.6
9,15,2014, 23,24,PDT, 75.0,60,0.0,0.0,,2,0.0,0.00,0,60.2
9,16,2014, 0,24,PDT, 76.0,59,0.0,0.0,,2,0.0,0.00,0,60.6
9,16,2014, 1,24,PDT, 75.0,67,0.0,0.0,,2,0.0,0.00,0,63.3
9,16,2014, 2,24,PDT, 74.0,81,0.0,0.0,,2,0.0,0.00,0,67.8
9,16,2014, 3,24,PDT, 73.0,69,0.0,0.0,,2,0.0,0.00,0,62.2
9,16,2014, 4,24,PDT, 73.0,69,0.0,0.0,,2,0.0,0.00,0,62.2
9,16,2014, 5,24,PDT, 74.0,68,0.0,0.0,,2,0.0,0.00,0,62.8
9,16,2014, 6,24,PDT, 74.0,66,0.0,0.0,,2,0.0,0.00,0,61.9
9,16,2014, 7,24,PDT, 75.0,61,0.0,0.0,,2,24.0,0.00,0,60.6
9,16,2014, 8,24,PDT, 84.0,48,0.0,2.0,,2,46.0,0.00,2,62.2
9,16,2014, 9,24,PDT, 93.0,34,0.0,3.0,,2,547.0,0.00,3,60.4
9,16,2014, 10,24,PDT, 95.0,33,2.0,4.0,325,2,710.0,0.00,4,61.3
9,16,2014, 11,24,PDT, 100.0,30,3.0,5.0,299,2,918.0,0.00,5,62.9
9,16,2014, 12,24,PDT, 100.0,30,3.0,6.0,269,2,1026.0,0.00,6,62.9
9,16,2014, 13,24,PDT, 99.0,31,3.0,6.0,309,2,1061.0,0.00,6,63.0
9,16,2014, 14,24,PDT, 101.0,29,1.0,6.0,38,2,290.0,0.00,6,62.8
9,16,2014, 15,24,PDT, 103.0,27,3.0,6.0,323,2,858.0,0.00,6,62.5
9,16,2014, 16,24,PDT, 100.0,29,5.0,7.0,310,2,669.0,0.00,7,62.0
9,16,2014, 17,24,PDT, 93.0,38,5.0,9.0,344,2,125.0,0.00,9,63.6
9,16,2014, 18,24,PDT, 88.0,54,4.0,10.0,231,2,42.0,0.00,10,69.2
9,16,2014, 19,24,PDT, 89.0,50,2.0,4.0,32,2,9.0,0.00,4,67.9
9,16,2014, 20,24,PDT, 86.0,53,1.0,4.0,43,2,0.0,0.00,4,66.8
9,16,2014, 21,24,PDT, 85.0,56,0.0,2.0,,2,0.0,0.00,2,67.5
9,16,2014, 22,24,PDT, 83.0,62,0.0,3.0,,2,0.0,0.00,3,68.6
9,16,2014, 23,24,PDT, 80.0,67,0.0,0.0,,2,0.0,0.00,0,68.0
9,17,2014, 0,24,PDT, 79.0,72,0.0,0.0,,2,0.0,0.00,0,69.2
9,17,2014, 1,24,PDT, 80.0,70,0.0,0.0,,2,0.0,0.00,0,69.3
9,17,2014, 2,24,PDT, 78.0,67,0.0,0.0,,2,0.0,0.00,0,66.1
9,17,2014, 3,24,PDT, 80.0,66,1.0,3.0,351,2,0.0,0.00,3,67.6
9,17,2014, 4,24,PDT, 78.0,68,0.0,2.0,,2,0.0,0.00,2,66.6
9,17,2014, 5,24,PDT, 79.0,62,0.0,0.0,,2,0.0,0.00,0,64.8
9,17,2014, 6,24,PDT, 78.0,70,0.0,0.0,,2,0.0,0.00,0,67.4
9,17,2014, 7,24,PDT, 78.0,66,0.0,1.0,,2,24.0,0.00,1,65.7
9,17,2014, 8,24,PDT, 89.0,44,0.0,1.0,,2,45.0,0.00,1,64.2
9,17,2014, 9,24,PDT, 94.0,39,0.0,1.0,,2,536.0,0.00,1,65.2
9,17,2014, 10,24,PDT, 94.0,38,2.0,3.0,296,2,759.0,0.00,3,64.5
9,17,2014, 11,24,PDT, 95.0,36,3.0,5.0,302,2,895.0,0.00,5,63.8
9,17,2014, 12,24,PDT, 95.0,34,5.0,7.0,308,2,1025.0,0.00,7,62.2
9,17,2014, 13,24,PDT, 93.0,37,6.0,8.0,309,2,1050.0,0.00,8,62.8
9,17,2014, 14,24,PDT, 90.0,49,5.0,8.0,301,2,991.0,0.00,8,68.2
9,17,2014, 15,24,PDT, 88.0,47,4.0,7.0,323,2,855.0,0.00,7,65.2
9,17,2014, 16,24,PDT, 87.0,47,4.0,6.0,304,2,655.0,0.00,6,64.3
9,17,2014, 17,24,PDT, 85.0,48,3.0,6.0,301,2,420.0,0.00,6,63.1
9,17,2014, 18,24,PDT, 84.0,50,3.0,6.0,315,2,169.0,0.00,6,63.3
9,17,2014, 19,24,PDT, 80.0,51,3.0,5.0,312,2,3.0,0.00,5,60.2
9,17,2014, 20,24,PDT, 77.0,67,1.0,4.0,279,2,0.0,0.00,4,65.2
9,17,2014, 21,24,PDT, 73.0,86,1.0,3.0,252,2,0.0,0.00,3,68.6
9,17,2014, 22,24,PDT, 73.0,84,0.0,2.0,,2,0.0,0.00,2,67.9
9,17,2014, 23,24,PDT, 71.0,86,0.0,1.0,,2,0.0,0.00,1,66.6
9,18,2014, 0,24,PDT, 69.0,86,0.0,0.0,,2,0.0,0.00,0,64.6
9,18,2014, 1,24,PDT, 68.0,89,0.0,0.0,,2,0.0,0.00,0,64.6
9,18,2014, 2,24,PDT, 67.0,90,0.0,0.0,,2,0.0,0.00,0,64.0
9,18,2014, 3,24,PDT, 67.0,91,0.0,0.0,,2,0.0,0.00,0,64.3
9,18,2014, 4,24,PDT, 66.0,92,0.0,0.0,,2,0.0,0.00,0,63.6
9,18,2014, 5,24,PDT, 66.0,92,0.0,0.0,,2,0.0,0.00,0,63.6
9,18,2014, 6,24,PDT, 66.0,92,0.0,0.0,,2,0.0,0.00,0,63.6
9,18,2014, 7,24,PDT, 69.0,89,0.0,0.0,,2,30.0,0.00,0,65.6
